,publisher_link,publisher,journal_link,journal,count,date,ISSN
1827,https://www.igi-global.com,IGI Global,/s/igg/jeco00.html,Journalof Electronic Commerce in Organizations (JECO),277 (277),2003-2017 (FULL),1539-2937
1828,http://www.ifmr.ac.in,Institute for Financial Management and Research,/s/sae/emffin.html,Journalof Emerging Market Finance,221 (221),2002-2018,
1829,http://edirc.repec.org/data/aseeero.html,The Bucharest University of Economic Studies,/s/aes/jetimm.html,Journalof Emerging Trends in Marketing and Management,62 (62),2016-2017 (FULL),2537-5865
1830,http://www.rassweb.org,Research Academy of Social Sciences,/s/rss/jnljee.html,Journalof Empirical Economics,111 (111),2013-2016 (FULL),
1831,http://www.elsevier.com/locate/jempfin,Elsevier,/s/eee/empfin.html,Journalof Empirical Finance,1058 (1058),1993-2019 (FULL),0927-5398
1832,http://www.conscientiabeam.com/journal/66,Conscientia Beam,/s/pkp/joestu.html,Journalof Empirical Studies,23 (23),2014-2019 (FULL),
1833,http://www.elsevier.com/locate/inca/30413,Elsevier,/s/eee/jefdev.html,Journalof Energy Finance & Development,20 (20),1998-1999 (FULL),
1834,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jecpps.html,Journalof Enterprising Communities: People and Places in the Global Economy,268 (268),2007-2017,
1835,http://edirc.repec.org/data/euricit.html,European Research Institute on Cooperative and Social Enterprises,/s/trn/csnjrn.html,Journalof Entrepreneurial and Organizational Diversity,70 (70),2012-2018 (FULL),
1836,http://edirc.repec.org/data/bapepus.html,"Pepperdine University, Graziadio School of Business and Management",/s/pep/journl.html,Journalof Entrepreneurial Finance,223 (223),1991-2013 (FULL),
1837,http://www.ediindia.org/,Entrepreneurship Development Institute of India,/s/sae/jouent.html,TheJournalof Entrepreneurship,326 (326),1992-2019,
1838,http://www.macrothink.org/journal/index.php/jebi,"Macrothink Institute, Journal of Entrepreneurship and Business Innovation",/s/mth/jebi88.html,Journalof Entrepreneurship and Business Innovation,8 (8),2014-2015 (FULL),
1839,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jepppp.html,Journalof Entrepreneurship and Public Policy,114 (114),2012-2017 (FULL),
1840,http://www.worldscinet.com/jec/jec.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/jecxxx.html,Journalof Enterprising Culture (JEC),519 (519),1993-2018,1793-6330
1841,http://www.worldscinet.com/jeapm/jeapm.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/jeapmx.html,Journalof Environmental Assessment Policy and Management (JEAPM),608 (608),1999-2019,1757-5605
1842,http://www.elsevier.com/locate/inca/622870,Elsevier,/s/eee/jeeman.html,Journalof Environmental Economics and Management,2034 (2034),1974-2019 (FULL),0095-0696
1843,http://www.tandfonline.com/teep20,Taylor & Francis Journals,/s/taf/teepxx.html,Journalof Environmental Economics and Policy,134 (134),2013-2019,2160-6544
1844,http://www.tandfonline.com/CJEP20,Taylor & Francis Journals,/s/taf/jenpmg.html,Journalof Environmental Planning and Management,1452 (1452),1997-2019,0964-0568
1845,http://www.springer.com,SpringerAssociation of Environmental Studies and Sciences,/s/spr/jenvss.html,Journalof Environmental Studies and Sciences,495 (495),2011-2019 (FULL),2190-6483
1846,http://edirc.repec.org/data/aakirtr.html,The Center for European Studies at Kirklareli University - Turkey,/s/kir/journl.html,TheJournalof European Theoretical and Applied Studies,24 (24),2013-2017 (FULL),
1847,http://www.springer.com,Springer,/s/spr/joevec.html,Journalof Evolutionary Economics,966 (856),1991-2019 (FULL),1432-1386
1848,https://journals.cambridge.org/jid_XPS,Cambridge University Press,/s/cup/jexpos.html,Journalof Experimental Political Science,102 (102),2014-2019 (FULL),
1849,http://www.springer.com,Springer,/s/kap/jfamec.html,Journalof Family and Economic Issues,610 (610),2006-2019,1058-0476
1850,http://www.elsevier.com/wps/find/journaldescription.cws_home/719791/description#description,Elsevier,/s/eee/fambus.html,Journalof Family Business Strategy,218 (218),2010-2019 (FULL),1877-8585
1851,http://edirc.repec.org/data/afaaaea.html,American Finance Association,/s/bla/jfinan.html,Journalof Finance,5911 (5801),1946-2019,
1852,https://geistscience.com/JFER/index.php,"Geist Science, Iqra University, Faculty of Business Administration",/s/gei/jnlfer.html,Journalof Finance and Economics Research,30 (30),2016-2018 (FULL),
1853,http://edirc.repec.org/data/welodpl.html,"University of Lodz, Faculty of Economics and Sociology, Faculty of Law and Administration",/s/ann/jofafl.html,Journalof Finance and Financial Law,10 (10),2014-2014,2353-5601
1854,http://www.scienpress.com/,SCIENPRESS Ltd,/s/spt/fininv.html,Journalof Finance and Investment Analysis,173 (173),2012-2019 (FULL),
1855,http://edirc.repec.org/data/cfiarro.html,"Centre of Financial and Monetary Research ""Victor Slavescu""",/s/vls/rojfme.html,Journalof Financial and Monetary Economics,118 (118),2014-2017 (FULL),
1856,https://journals.cambridge.org/jid_JFQ,Cambridge University Press,/s/cup/jfinqa.html,Journalof Financial and Quantitative Analysis,2629 (2629),1966-2019,
1857,http://edirc.repec.org/data/sofieea.html,Society for Financial Econometrics,/s/oup/jfinec.html,Journalof Financial Econometrics,411 (392),2003-2019,1479-8409
1858,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jfeppp.html,Journalof Financial Economic Policy,191 (191),2009-2017 (FULL),
1859,http://www.elsevier.com/locate/inca/505576,Elsevier,/s/eee/jfinec.html,Journalof Financial Economics,2860 (2860),1974-2019 (FULL),0304-405X
1860,http://www.worldscinet.com/jfe/jfe.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/jfexxx.html,Journalof Financial Engineering (JFE),47 (47),2014-2015 (FULL),
1861,http://www.ibrif.org/,IBRIF - Instituto Brasileiro de Inovação Financeira,/s/jfi/journl.html,Journalof Financial Innovation,12 (12),2015-2015 (FULL),2359-1005
1862,http://www.elsevier.com/locate/inca/622875,Elsevier,/s/eee/jfinin.html,Journalof Financial Intermediation,609 (609),1990-2019 (FULL),1042-9573
1863,https://www.rivisteweb.it/,Società editrice il Mulino,/s/mul/jdp901.html,"Journalof Financial Management, Markets and Institutions",68 (68),2013-2017,2282-717X
1864,http://www.elsevier.com/locate/finmar,Elsevier,/s/eee/finmar.html,Journalof Financial Markets,467 (467),1998-2019 (FULL),1386-4181
1865,http://www.ey.com,EY Global FS Institute,/s/ris/jofipe.html,Journalof Financial Perspectives,104 (3),2013-2017 (FULL),
1866,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jfrcpp.html,Journalof Financial Regulation and Compliance,303 (303),2007-2017,
1867,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jfrapp.html,Journalof Financial Reporting and Accounting,119 (119),2007-2017,
1868,http://edirc.repec.org/data/sfaaaea.html,Southern Finance AssociationSouthwestern Finance Association,/s/bla/jfnres.html,Journalof Financial Research,1177 (1156),1978-2019,0270-2592
1869,http://www.springer.com,SpringerWestern Finance Association,/s/kap/jfsres.html,Journalof Financial Services Research,553 (553),1997-2019,1573-0735
1870,http://www.elsevier.com/locate/jfstabil,Elsevier,/s/eee/finsta.html,Journalof Financial Stability,635 (635),2004-2019 (FULL),1572-3089
1871,http://www.capco.com/,Capco Institute,/s/ris/jofitr.html,Journalof Financial Transformation,450 (89),2001-2019 (FULL),
1872,http://edirc.repec.org/data/fdrssea.html,Food Distribution Research Society,/s/ags/jlofdr.html,Journalof Food Distribution Research,2051 (2051),1969-2018 (FULL),
1873,http://www3.interscience.wiley.com/cgi-bin/jhome/2966,"John Wiley & Sons, Ltd.",/s/jof/jforec.html,Journalof Forecasting,390 (320),2001-2011,
1874,http://www3.interscience.wiley.com/cgi-bin/jhome/2966,"John Wiley & Sons, Ltd.",/s/wly/jforec.html,Journalof Forecasting,377 (295),2012-2019,
1875,http://edirc.repec.org/data/nafeeea.html,National Association of Forensic Economics,/s/fek/papers.html,Journalof Forensic Economics,646 (646),1987-2016 (FULL),
1876,http://www.elsevier.com/wps/find/journaldescription.cws_home/701775/description#description,Elsevier,/s/eee/foreco.html,Journalof Forest Economics,387 (387),2002-2018,1104-6899
1877,http://www.interscience.wiley.com/jpages/0270-7314/,"John Wiley & Sons, Ltd.",/s/wly/jfutmk.html,Journalof Futures Markets,2040 (1949),1981-2019,
1878,http://www.ubpl.co.uk/,University of Buckingham Press,/s/buc/jgbeco.html,Journalof Gambling Business and Economics,129 (129),2007-2017 (FULL),1751-7990
1879,http://agrigender.net/,"Africa Centre for Gender, Social Research and Impact Assessment",/s/ags/afgend.html,"Journalof Gender, Agriculture and Food Security (Agri-Gender)",28 (28),2015-2017 (FULL),
1880,http://www.springer.com,Springer,/s/kap/jgeosy.html,Journalof Geographical Systems,437 (437),1999-2019,1435-5930
1881,http://edirc.repec.org/data/cesratr.html,Centre for Strategic Research and Analysis,/s/csy/journl.html,Journalof Global Analysis,22 (22),2010-2011 (FULL),
1882,http://www.globalresearch.com.my/journal.htm,Global Research Agency,/s/grg/01biss.html,Journalof Global Business and Economics,48 (48),2010-2012 (FULL),
1883,http://www.rcssindia.org,"Research Centre for Social Sciences,Mumbai, India",/s/jge/journl.html,Journalof Global Economy,205 (205),2005-2019 (FULL),0975-3931
1884,http://www.springer.com,SpringerUNESCO Chair in Entrepreneurship,/s/spr/jglont.html,Journalof Global Entrepreneurship Research,130 (130),2016-2019,2251-7316
1885,http://www.globalresearch.com.my/journal.htm,Global Research Agency,/s/grg/02entp.html,Journalof Global Entrepreneurship,15 (15),2011-2012 (FULL),
1886,https://journals.cambridge.org/jid_JGH,Cambridge University Press,/s/cup/jglhis.html,Journalof Global History,531 (531),2006-2019 (FULL),
1887,https://www.igi-global.com,IGI Global,/s/igg/jgim00.html,Journalof Global Information Management (JGIM),439 (439),1993-2018 (FULL),1062-7375
1888,https://www.degruyter.com,De Gruyter,/s/bpj/globdv.html,Journalof Globalization and Development,119 (119),2010-2018 (FULL),
1889,http://www.globalresearch.com.my/journal.htm,Global Research Agency,/s/grg/03mngt.html,Journalof Global Management,34 (34),2011-2012 (FULL),
1890,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jgmpps.html,Journalof Global Mobility,95 (95),2013-2017,
1891,http://www.springer.com,Springer,/s/spr/jglopt.html,Journalof Global Optimization,1275 (1275),2004-2019,0925-5001
1892,http://www.tandfonline.com/RGAM20,Taylor & Francis Journals,/s/taf/jgsmks.html,Journalof Global Scholars of Marketing Science,212 (212),2007-2019,2163-9159
1893,http://www.springer.com,Springer,/s/spr/jhappi.html,Journalof Happiness Studies,1068 (1068),2000-2019 (FULL),1389-4978
1894,http://www.elsevier.com/locate/inca/505560,Elsevier,/s/eee/jhecon.html,Journalof Health Economics,2039 (2039),1982-2019 (FULL),0167-6296
1895,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/joheec.html,Journalof Heterodox Economics,25 (25),2014-2017 (FULL),
1896,http://www.springer.com,Springer,/s/spr/joheur.html,Journalof Heuristics,104 (104),2016-2019,1572-9397
1897,http://www.elsevier.com/locate/inca/622881,Elsevier,/s/eee/jhouse.html,Journalof Housing Economics,601 (601),1992-2019 (FULL),1051-1377
1898,http://www.journals.uchicago.edu/JHC/,University of Chicago Press,/s/ucp/jhucap.html,Journalof Human Capital,176 (176),2007-2019 (FULL),
1899,http://www.tandfonline.com/CJHD20,Taylor & Francis Journals,/s/taf/jhudca.html,Journalof Human Development and Capabilities,584 (584),2000-2019,1945-2829
1900,http://edirc.repec.org/data/ibcantr.html,"Cankaya University, Economics and Administrative Sciences",/s/cnk/jurnal.html,Journalof Humanities and Social Sciences,5 (5),2010-2011,
1901,http://edirc.repec.org/data/fmkomsk.html,"Comenius University in Bratislava, Faculty of Management",/s/cub/journl.html,Journalof Human Resource Management,50 (50),2016-2019,
1902,http://jhr.uwpress.org/,University of Wisconsin Press,/s/uwp/jhriss.html,Journalof Human Resources,1414 (1414),1978-2019,
1903,,Librello publishing house,/s/lib/00johs.html,Journalof Human Security,45 (45),2013-2019,
1904,http://edirc.repec.org/data/gyorkca.html,Ad libros publications inc.,/s/jid/journl.html,Journalof Income Distribution,378 (376),1992-2018,
1905,http://edirc.repec.org/data/szabipk.html,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology (SZABIST),/s/zab/ancoec.html,Journalof Independent Studies and Research (JISR),10 (10),2003-2007 (FULL),1727-8309
1906,http://www.blackwellpublishing.com/journal.asp?ref=1088-1980,Yale University,/s/bla/inecol.html,Journalof Industrial Ecology,1706 (1706),1997-2019,1088-1980
1907,http://www.blackwellpublishing.com/journal.asp?ref=0022-1821,Wiley Blackwell,/s/bla/jindec.html,Journalof Industrial Economics,1414 (1372),1969-2018,
1908,https://www.degruyter.com,De Gruyter,/s/bpj/jioedu.html,Journalof Industrial Organization Education,30 (30),2006-2012 (FULL),
1909,http://springer.com,Springer,/s/kap/jincot.html,"Journalof Industry, Competition and Trade",397 (397),2001-2019,1566-1679
1910,http://www.worldscinet.com/jikm/jikm.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/jikmxx.html,Journalof Information & Knowledge Management (JIKM),600 (600),2002-2019,1793-6926
1911,http://www.conscientiabeam.com/journal/104,Conscientia Beam,/s/pkp/joinfo.html,Journalof Information,13 (13),2015-2019 (FULL),
1912,http://www.elsevier.com/locate/joi,Elsevier,/s/eee/infome.html,Journalof Informetrics,855 (855),2007-2019 (FULL),1751-1577
1913,http://edirc.repec.org/data/firauro.html,Romanian-American University,/s/rau/jisomg.html,Journalof Information Systems & Operations Management,452 (452),2007-2016 (FULL),1843-4711
1914,http://www.idfresearch.org,India Development Foundation,/s/sae/jouinf.html,Journalof Infrastructure Development,84 (84),2009-2017,
1915,http://www.cairn.info/revue-journal-of-innovation-economics.htm,De Boeck Université,/s/cai/jiedbu.html,Journalof Innovation Economics,269 (269),2008-2019 (FULL),
1916,http://edirc.repec.org/data/dobamsi.html,DOBA Faculty,/s/dob/journl.html,Journalof Innovative Business and Management,50 (50),2013-2018,
1917,https://www.mohrsiebeck.com/jite,"Mohr Siebeck, Tübingen",/s/mhr/jinste.html,Journalof Institutional and Theoretical Economics (JITE),1076 (972),1997-2019,0932-4569
1918,https://journals.cambridge.org/jid_JOI,Cambridge University Press,/s/cup/jinsec.html,Journalof Institutional Economics,458 (458),2005-2019 (FULL),
1919,,Western Risk and Insurance Association,/s/wri/journl.html,Journalof Insurance Issues,323 (323),1985-2019,
1920,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/joinma.html,Journalof Intercultural Management,202 (202),2013-2018,
1921,,,/s/sae/jinter.html,Journalof Interdisciplinary Economics,583 (583),1985-2019,
1922,,Journal of International Agricultural Trade and Development,/s/ags/joiatd.html,Journalof International Agricultural Trade and Development,19 (19),2005-2014 (FULL),
1923,https://researchleap.com/,Inovatus Services Ltd.,/s/mgs/jibrme.html,Journalof International Business Research and Marketing,83 (83),2015-2019 (FULL),
1924,http://www.palgrave-journals.com/,Palgrave MacmillanAcademy of International Business,/s/pal/jintbs.html,Journalof International Business Studies,2068 (2068),1970-2019,0047-2506
1925,http://www.worldscinet.com/jicep/jicep.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/jicepx.html,"Journalof International Commerce, Economics and Policy (JICEP)",168 (168),2010-2019 (FULL),1793-9933
1926,http://www3.interscience.wiley.com/journal/5102/home,"John Wiley & Sons, Ltd.",/s/wly/jintdv.html,Journalof International Development,2460 (1641),1989-2019,0954-1748
1927,https://academic.oup.com/jiel,Oxford University Press,/s/oup/jieclw.html,Journalof International Economic Law,764 (459),1998-2018 (FULL),
1928,http://www.elsevier.com/locate/inca/505552,Elsevier,/s/eee/inecon.html,Journalof International Economics,3136 (3136),1971-2019 (FULL),0022-1996
1929,http://www.springer.com,Springer,/s/kap/jinten.html,Journalof International Entrepreneurship,265 (265),2004-2019,1570-7385
1930,http://www.elsevier.com/locate/intfin,Elsevier,/s/eee/intfin.html,"Journalof International Financial Markets, Institutions and Money",1094 (1094),1997-2019,1042-4431
1931,http://www.elsevier.com/wps/find/journaldescription.cws_home/601266/description#description,Elsevier,/s/eee/intman.html,Journalof International Management,501 (501),1998-2019,1075-4253
1932,http://www.elsevier.com/locate/inca/30443,Elsevier,/s/eee/jimfin.html,Journalof International Money and Finance,2408 (2408),1982-2019 (FULL),0261-5606
1933,http://edirc.repec.org/data/eubaask.html,"EkonomickÃ¡ univerzita, Fakulta medzinÃ¡rodnÃ½ch vzÅ¥ahov",/s/brv/journl.html,Medzinarodne vztahy (Journal of International Relations),427 (427),2004-2019 (FULL),1336-1562
1934,http://www.tandfonline.com/RJTE20,Taylor & Francis Journals,/s/taf/jitecd.html,TheJournalof International Trade & Economic Development,740 (740),1997-2019 (FULL),0963-8199
1935,http://edirc.repec.org/data/irisbsa.html,The Islamic Research and Training Institute (IRTI),/s/ris/isecst.html,Islamic Economic Studies,177 (176),1993-2019 (FULL),
1936,http://www.scientificpapers.org,ScientificPapers.org,/s/spp/jkmeit.html,"Journalof Knowledge Management, Economics and Information Technology",336 (336),2010-2014 (FULL),2069-5934
1937,http://www.journals.uchicago.edu/JOLE/,University of Chicago Press,/s/ucp/jlabec.html,Journalof Labor Economics,1148 (1141),1983-2019 (FULL),
1938,http://www.springer.com,SpringerInstitute for Employment Research/ Institut für Arbeitsmarkt- und Berufsforschung (IAB),/s/spr/jlabrs.html,Journalfor Labour Market Research,77 (77),2012-2019,1614-3485
1939,http://transactionpub.metapress.com/link.asp?target=journal&id=110581,Transaction Publishers,/s/tra/jlabre.html,Journalof Labor Research,291 (291),2000-2006,0195-3613
1940,http://www.springer.com,Springer,/s/spr/jlabre.html,Journalof Labor Research,311 (311),1986-2019,0195-3613
1941,,The Latin American and Caribbean Economic Association - LACEA,/s/col/000425.html,EconomíaJournal,198 (198),2000-2019 (FULL),
1942,,,/s/jso/coejlw.html,Journalof Law (COES&RJ-JLW),6 (6),2016-2016 (FULL),
1943,http://www.journals.uchicago.edu/JLE/,University of Chicago Press,/s/ucp/jlawec.html,Journalof Law and Economics,1345 (1330),1969-2019,
1944,https://academic.oup.com/jleo,Oxford University Press,/s/oup/jleorg.html,"Journalof Law, Economics, and Organization",834 (387),1985-2019 (FULL),
1945,http://www.nowpublishers.com/,now publishers,/s/now/jnllfa.html,"Journalof Law, Finance, and Accounting",31 (31),2016-2018 (FULL),
1946,http://www.journals.uchicago.edu/JLS/,University of Chicago Press,/s/ucp/jlstud.html,TheJournalof Legal Studies,723 (697),1974-2018,
1947,http://www.elsevier.com/locate/inca/622617,Elsevier,/s/eee/jmacro.html,Journalof Macroeconomics,2082 (2082),1979-2019 (FULL),0164-0704
1948,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/jmbace.html,Journalof Management and Business Administration. Central Europe,119 (119),2015-2019,
1949,http://www.springer.com,SpringerAccademia Italiana di Economia Aziendale (AIDEA),/s/kap/jmgtgv.html,Journalof Management & Governance,570 (570),1997-2019,1385-3457
1950,https://journals.cambridge.org/jid_JMO,Cambridge University Press,/s/cup/jomorg.html,Journalof Management & Organization,845 (845),1995-2019 (FULL),
1951,http://jms.sciedupress.com,"Journal of Management and Strategy, Sciedu Press",/s/jfr/jms111.html,Journalof Management and Strategy,270 (270),2010-2018 (FULL),
1952,http://edirc.repec.org/data/cepflch.html,Canadian Center of Science and Education,/s/ibn/jmsjnl.html,Journalof Management and Sustainability,126 (126),2016-2018,
1953,http://www.springer.com,Springer,/s/spr/jmgtco.html,Journalof Management Control: Zeitschrift für Planung und Unternehmenssteuerung,90 (90),2007-2019,2191-477X
1954,http://edirc.repec.org/data/jrtrcpk.html,Times Research Consultant (TRC),/s/trc/journl.html,Journalof Management for Global Sustainable Development,6 (6),2015-2015 (FULL),
1955,https://geistscience.com/JMS/index.php,"Geist Science, Iqra University, Faculty of Business Administration",/s/gei/journl.html,Journalof Management Sciences,58 (58),2014-2019 (FULL),
1956,http://www.blackwellpublishing.com/journal.asp?ref=0022-2380,Wiley Blackwell,/s/bla/jomstd.html,Journalof Management Studies,2110 (2073),1964-2019,0022-2380
1957,http://www.tandfonline.com/tjom20,Taylor & Francis Journals,/s/taf/tjomxx.html,Journalof Maps,611 (611),2012-2018,1744-5647
1958,http://www.nowpublishers.com/,now publishers,/s/now/jnljmb.html,Journalof Marketing Behavior,63 (63),2015-2019 (FULL),
1959,http://edirc.repec.org/data/somuwpl.html,"University of Warsaw, Faculty of Management",/s/sgm/jmcbem.html,Journalof Marketing and Consumer Behaviour in Emerging Markets,36 (36),2015-2018 (FULL),
1960,http://www.tandfonline.com/WMHE20,Taylor & Francis Journals,/s/taf/jmkthe.html,Journalof Marketing for Higher Education,335 (335),1996-2019,0884-1241
1961,http://www.elsevier.com/locate/jmateco,Elsevier,/s/eee/mateco.html,Journalof Mathematical Economics,2181 (2181),1974-2019 (FULL),0304-4068
1962,http://edirc.repec.org/data/cepflch.html,Canadian Center of Science and Education,/s/ibn/jmrjnl.html,Journalof Mathematics Research,173 (173),2017-2019,
1963,http://edirc.repec.org/data/deyoruk.html,"Society for the Promotion of Mechanism and Institution Design, University of York",/s/jmi/articl.html,TheJournalof Mechanism and Institution Design,15 (15),2016-2018 (FULL),2399-8458
1964,http://www.tandfonline.com/HMEC20,Taylor & Francis Journals,/s/taf/jmedec.html,Journalof Media Economics,413 (413),1997-2017,0899-7764
1965,http://www.elsevier.com/locate/inca/505566,Elsevier,/s/eee/moneco.html,Journalof Monetary Economics,2693 (2693),1975-2019 (FULL),0304-3932
1966,http://www.blackwellpublishing.com/journal.asp?ref=0022-2879,Blackwell Publishing,/s/mcb/jmoncb.html,"Journalof Money, Credit and Banking",2713 (2132),1969-2013 (FULL),
1967,http://www.blackwellpublishing.com/journal.asp?ref=0022-2879,Blackwell Publishing,/s/wly/jmoncb.html,"Journalof Money, Credit and Banking",417 (417),2010-2019 (FULL),
1968,http://www.jmrpublication.org/portals/jmr/repec,St. Thomas University,/s/jmr/journl.html,Journalof Multidisciplinary Research,1 (0),2015-2015,
1969,http://www.elsevier.com/locate/mulfin,Elsevier,/s/eee/mulfin.html,Journalof Multinational Financial Management,556 (556),1997-2019,1042-444X
1970,http://www.elsevier.com/wps/find/journaldescription.cws_home/622892/description#description,Elsevier,/s/eee/jmvana.html,Journalof Multivariate Analysis,4231 (4231),1971-2019 (FULL),0047-259X
1971,http://www.tandfonline.com/GNST20,Taylor & Francis Journals,/s/taf/gnstxx.html,Journalof Nonparametric Statistics,592 (592),1997-2019,1048-5252
1972,http://www.conscientiabeam.com/journal/91,Conscientia Beam,/s/pkp/jnmams.html,Journalof New Media and Mass Communication,12 (12),2014-2018 (FULL),
1973,http://www.conscientiabeam.com/journal/87,Conscientia Beam,/s/pkp/jounut.html,Journalof Nutrients,9 (9),2014-2018 (FULL),
1974,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/offsta.html,Journalof Official Statistics,310 (310),2013-2019,
1975,http://www.springer.com,SpringerOrganizational Design Community,/s/spr/jorgde.html,Journalof Organization Design,52 (52),2016-2019,2245-408X
1976,http://www.prio.no/,Peace Research Institute Oslo,/s/sae/joupea.html,Journalof Peace Research,1995 (1995),1964-2019,
1977,https://journals.cambridge.org/jid_PEF,Cambridge University Press,/s/cup/jpenef.html,Journalof Pension Economics and Finance,602 (602),2002-2019 (FULL),
1978,http://edirc.repec.org/data/aseeero.html,"Bucharest Academy of Economic Studies, The Journal of Philosophical Economics",/s/bus/jphile.html,TheJournalof Philosophical Economics,177 (177),2007-2019 (FULL),
1979,http://www3.interscience.wiley.com/journal/34787/home,"John Wiley & Sons, Ltd.",/s/wly/jpamgt.html,Journalof Policy Analysis and Management,2639 (2210),1982-2019,0276-8739
1980,http://www.elsevier.com/locate/inca/505735,Elsevier,/s/eee/jpolmo.html,Journalof Policy Modeling,1967 (1967),1979-2019 (FULL),0161-8938
1981,http://edirc.repec.org/data/rffhlpk.html,Research Foundation for Humanity (RFH),/s/rfh/jprjor.html,Journalof Policy Research (JPR),22 (22),2015-2016 (FULL),
1982,http://www.journals.uchicago.edu/JPE/,University of Chicago Press,/s/ucp/jpolec.html,Journalof Political Economy,5704 (5702),1893-2019 (FULL),
1983,http://www.springer.com,SpringerEuropean Society for Population Economics,/s/spr/jopoec.html,Journalof Population Economics,1162 (991),1988-2019 (FULL),1432-1475
1984,http://www.tandfonline.com/MPKE20,Taylor & Francis Journals,/s/mes/postke.html,Journalof Post Keynesian Economics,1835 (1835),1978-2019,0160-3477
1985,http://www.ubpl.co.uk/,University of Buckingham Press,/s/buc/jpredm.html,Journalof Prediction Markets,131 (130),2007-2015 (FULL),1750-6751
1986,http://edirc.repec.org/data/apeeeea.html,The Association of Private Enterprise Education,/s/jpe/journl.html,Journalof Private Enterprise,427 (427),1999-2019,0890-913X
1987,http://www.springer.com,Springer,/s/kap/jproda.html,Journalof Productivity Analysis,845 (845),1989-2019,0895-562X
1988,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/jpifpp.html,Journalof Property Investment & Finance,399 (399),2007-2017,
1989,http://www.tandfonline.com/RJPR20,Taylor & Francis Journals,/s/taf/jpropr.html,Journalof Property Research,399 (399),1997-2019,0959-9916
1990,http://edirc.repec.org/data/feaicro.html,"Alexandru Ioan Cuza University, Faculty of Economics and Business Administration",/s/aic/jopafl.html,"Journalof Public Administration, Finance and Law",188 (188),2012-2016,
1991,http://www.elsevier.com/locate/inca/505578,Elsevier,/s/eee/pubeco.html,Journalof Public Economics,3925 (3925),1972-2019 (FULL),0047-2727
1992,http://edirc.repec.org/data/apettea.html,Association for Public Economic Theory,/s/bla/jpbect.html,Journalof Public Economic Theory,850 (825),1999-2019 (FULL),1097-3923
1993,http://www.rassweb.org,Research Academy of Social Sciences,/s/rss/jnljpg.html,Journalof Public Policy & Governance,18 (18),2014-2015 (FULL),
1994,https://journals.cambridge.org/jid_PUP,Cambridge University Press,/s/cup/jnlpup.html,Journalof Public Policy,1031 (1031),1981-2019 (FULL),
1995,https://www.degruyter.com,De Gruyter,/s/bpj/jqsprt.html,Journalof Quantitative Analysis in Sports,397 (397),2005-2019 (FULL),
1996,http://edirc.repec.org/data/tiesoea.html,The Indian Econometric Society,/s/jqe/jqenew.html,Journalof Quantitative Economics,59 (59),2010-2012,0971-1554
1997,http://www.springer.com,SpringerThe Indian Econometric Society (TIES),/s/spr/jqecon.html,Journalof Quantitative Economics,127 (127),2016-2019,2364-1045
1998,http://www.springer.com,Springer,/s/kap/jrefec.html,TheJournalof Real Estate Finance and Economics,1243 (1008),1989-2019 (FULL),0895-5638
1999,http://www.aresnet.org/,American Real Estate Society,/s/jre/issued.html,Journalof Real Estate Research,879 (879),1986-2017 (FULL),
2000,http://edirc.repec.org/data/mcrsaea.html,Mid-Continent Regional Science Association,/s/ags/jrapmc.html,Journalof Regional Analysis and Policy,604 (604),1971-2016 (FULL),
2001,http://www.jrdp.in,Rajarshi Majumder,/s/ris/jrdpin.html,Journalof Regional Development and Planning,43 (43),2012-2016 (FULL),
2002,http://www.blackwellpublishing.com/journal.asp?ref=0022-4146,Wiley Blackwell,/s/bla/jregsc.html,Journalof Regional Science,1033 (935),2000-2019,0022-4146
2003,http://www.springer.com,Springer,/s/kap/regeco.html,Journalof Regulatory Economics,878 (669),1989-2019 (FULL),0922-680X
2004,http://www.lifescienceglobal.com,Lifescience Global,/s/lif/jrgelg.html,Journalof Reviews on Global Economics,297 (297),2012-2019 (FULL),
2005,http://www.riskmarket.co.uk/,Risk Market Journals,/s/rmk/rmkjrc.html,Journalof Risk & Control,20 (20),2014-2019 (FULL),
2006,https://www.mdpi.com/,"MDPI, Open Access Journal",/s/gam/jjrfmx.html,Journalof Risk and Financial Management,310 (310),2008-2019 (FULL),1911-8074
2007,http://edirc.repec.org/data/ariaaea.html,The American Risk and Insurance Association,/s/bla/jrinsu.html,Journalof Risk & Insurance,636 (615),2003-2019,0022-4367
